,gibbs_diff,Gene_Name,experiment,cell_line,expression,condition,gibbs
82,98.86844409047626,CD81,11,TC252,9.685160279,control,-53.52546357228842
83,84.69269930553855,CDC20,11,TC252,11.39556853,control,-56.78236340255344
84,88.82436827680796,CDC27,11,TC252,12.41430614,control,-57.522339472777304
85,122.70360603608424,CDC34,11,TC252,10.83794689,control,-61.4885130174454
86,127.00331889331574,CDC37,11,TC252,12.19678177,control,-64.16160907054773
87,140.13306951435516,CDC42,11,TC252,12.91996787,control,-64.35805724296289
88,217.65264407749055,CDC5L,11,TC252,12.80150658,control,-79.33094851025724
89,109.8362791046966,CDC73,11,TC252,11.73205975,control,-64.30297688390694
90,111.00689158024036,CDK1,11,TC252,12.29215458,control,-66.01264720408726
91,198.75933410367,CDK2,11,TC252,10.87700751,control,-70.7837838692004
92,111.16914937767432,CDK4,11,TC252,11.5946489,control,-59.58099812411015
93,89.32786536694039,CDK9,11,TC252,9.358292105,control,-54.135520385183966
94,97.51289366272977,CEP250,11,TC252,11.5330357,control,-62.23103622847449
95,86.19237630272984,CEP44,11,TC252,11.10105605,control,-52.744596452980474
96,88.46497438062215,CFL1,11,TC252,13.24798537,control,-63.86548841244433
97,203.8922376519768,CHD3,11,TC252,14.25602374,control,-87.77264336593801
98,201.53992318117523,CHD4,11,TC252,13.27364896,control,-82.14084361271848
99,83.50547787634423,CHEK1,11,TC252,11.45072565,control,-55.738287777047205
100,76.88394484628225,CHUK,11,TC252,11.312702400000001,control,-53.32997688231771
101,79.66723064985126,CKAP5,11,TC252,14.00594539,control,-60.757719150307054
102,136.94734032807173,CLK1,11,TC252,11.02796828,control,-53.74913111143584
103,68.74349778977921,CLNS1A,11,TC252,12.32277543,control,-54.01408165535406
104,140.23763919313203,CLTC,11,TC252,14.10417154,control,-76.1982929866792
105,100.42183448729338,CNBP,11,TC252,13.66352606,control,-65.23072656751917
106,81.1204263007967,CNOT1,11,TC252,12.64684757,control,-56.32420249502457
107,89.67950601386838,CNTRL,11,TC252,10.93936878,control,-54.46515761024545
108,76.54848706914346,COPA,11,TC252,13.40072668,control,-60.46332847953485
109,73.55591246677795,COPB1,11,TC252,12.76984777,control,-55.78357992299016
110,64.52175781363621,COPB2,11,TC252,13.34271616,control,-53.45593678332583
111,72.61682428757193,COPE,11,TC252,10.6934457,control,-53.11845004136266
112,77.70033609931124,COPS2,11,TC252,11.55023745,control,-53.97637046141351
113,282.05256867664866,COPS5,11,TC252,11.22541561,control,-73.6221129064922
114,125.54002725664759,COPS6,11,TC252,10.5399656,control,-59.000423535753214
115,84.09859347995369,COX15,11,TC252,10.49911833,control,-55.6805349890797
116,70.23760634474456,CPSF6,11,TC252,12.29036793,control,-55.33006800947768
117,90.34097773401301,CREB1,11,TC252,11.37294152,control,-53.68232866725946
118,139.78038759599443,CREBBP,11,TC252,10.77086707,control,-59.77249629928754
119,84.46516045508906,CRKL,11,TC252,12.29384615,control,-53.837509906187364
120,68.49929988232907,CRY1,11,TC252,10.77163955,control,-53.23684165854891
121,69.91723337461008,CSDE1,11,TC252,15.1016508,control,-53.110214026948164
122,77.44044716563077,CSE1L,11,TC252,13.08613954,control,-60.520869609661446
123,105.5592245910666,CSNK1A1,11,TC252,12.63214321,control,-65.08423000586485
124,168.42099989549024,CSNK2A1,11,TC252,12.59844965,control,-74.07364044198593
125,120.73885416449049,CTBP1,11,TC252,11.65011973,control,-60.34258600828888
126,69.85165667301044,CTNNA1,11,TC252,13.53118338,control,-55.54775429161071
127,225.1714371449197,CTNNB1,11,TC252,13.46514931,control,-82.991230523315
128,78.93906728847651,CTTN,11,TC252,12.56939142,control,-57.45668688930965
129,237.0864857694833,CUL1,11,TC252,11.90209924,control,-75.92300806340307
130,150.0138805861934,CUL2,11,TC252,10.99366825,control,-65.9894397338675
131,397.26187859557103,CUL3,11,TC252,11.95350702,control,-82.76410289951791
132,144.010400190542,CUL4A,11,TC252,12.44308158,control,-68.97165667740539
133,178.3666361445794,CUL4B,11,TC252,11.26748911,control,-68.37379053431329
134,186.16723704332253,CUL5,11,TC252,11.84918309,control,-70.45948676254567
135,161.6612801224692,CUL7,11,TC252,10.46037978,control,-68.45380434821976
136,151.1329642894561,CYLD,11,TC252,9.388250403999999,control,-60.79587561749609
137,70.42383518407587,DAP3,11,TC252,12.33039771,control,-53.439337565207204
138,121.11991002061407,DAPK1,11,TC252,11.44597294,control,-53.231299058476374
139,65.07222364796326,DARS,11,TC252,11.54946238,control,-54.136139118020296
140,71.69322629203089,DAZAP1,11,TC252,11.83396388,control,-54.24259847976241
141,119.56316746945959,DBN1,11,TC252,13.23673013,control,-68.27395839527773
142,92.43527084996458,DCAF7,11,TC252,11.9544897,control,-59.433598130780354
143,143.58434383326676,DCTN1,11,TC252,12.63586695,control,-66.43403073829393
144,73.68331579718506,DCTN2,11,TC252,11.32408454,control,-54.34513499559707
145,118.09152148023712,DCUN1D1,11,TC252,11.28500763,control,-60.319052110930286
146,142.0449639786966,DDB1,11,TC252,13.64736738,control,-73.21006196395801
147,68.62173330638325,DDOST,11,TC252,11.79458933,control,-52.83567477869963
148,81.79023568925913,DDX1,11,TC252,11.96222837,control,-59.54913126847972
149,89.19047992542617,DDX17,11,TC252,14.51112397,control,-70.6879990386732
150,70.74719004367944,DDX18,11,TC252,12.35120645,control,-57.36420793863534
151,80.86156332195971,DDX21,11,TC252,13.51586616,control,-65.22026040519127
152,66.83029014494969,DDX23,11,TC252,12.58901809,control,-53.48351873195477
153,89.01098295056727,DDX3X,11,TC252,14.29473876,control,-70.24738800954145
154,104.80253213684773,DDX5,11,TC252,14.452291,control,-74.88757903329993
155,73.34716938761993,DDX6,11,TC252,12.73240182,control,-54.904152387597236
156,60.06026619405021,DEK,11,TC252,14.04014007,control,-53.96571866738473
157,95.83192803536078,DHX15,11,TC252,13.09613948,control,-68.00124698897979
158,60.268040669558104,DHX30,11,TC252,11.739525,control,-52.59682671879113
159,110.20686668797865,DHX9,11,TC252,14.321056,control,-75.61029451095997
160,77.10335683135781,DKC1,11,TC252,11.98804723,control,-58.84502645530612
161,144.97575830249116,DLD,11,TC252,12.13387898,control,-70.53412910940216
162,103.03069255652372,DLST,11,TC252,10.73013591,control,-59.63098939410375
163,95.71791737328749,DNAJA1,11,TC252,13.26070096,control,-65.47606108488806
164,65.83203837403562,DNAJA2,11,TC252,12.49228148,control,-55.99342639434935
165,88.0589970042929,DNAJC7,11,TC252,11.63656639,control,-54.10586187932457
166,96.54273165419,DNM1L,11,TC252,12.39812605,control,-63.772074260903494
167,70.31389589811442,DNMT1,11,TC252,12.7236301,control,-55.462349945921694
168,104.32329730334459,DPF2,11,TC252,10.02697194,control,-53.962302255759404
169,78.53516791580478,DSTN,11,TC252,12.44722443,control,-54.258093137371596
170,85.2564246385009,DVL2,11,TC252,10.89150868,control,-53.049152952817565
171,97.8492418124806,DYNC1H1,11,TC252,14.33300393,control,-68.74155170439374
172,116.90331081527985,DYNLL1,11,TC252,12.74846578,control,-63.630027076392665
173,67.86529489670647,EBNA1BP2,11,TC252,11.62450333,control,-56.049925506521596
174,108.68772974662716,ECT2,11,TC252,12.5300249,control,-60.81973091184085
175,147.21073763398454,EED,11,TC252,9.918331435,control,-62.98408180996006
176,187.59190409304574,EEF1A1,11,TC252,18.33653814,control,-99.15481837426805
177,68.28926197683904,EEF1B2,11,TC252,14.50458406,control,-59.05395705694683
178,123.04694156284677,EEF1G,11,TC252,15.38542398,control,-73.95126598690281
179,113.18017073342344,EEF2,11,TC252,16.16639455,control,-80.69835928293936
180,354.3210874772049,EFTUD2,11,TC252,11.95642733,control,-84.48948481189154
181,61.789055613742676,EIF2S1,11,TC252,12.22536815,control,-53.27345209725286
182,67.11318958859192,EIF2S2,11,TC252,12.85395642,control,-54.74326125303565
183,83.78506108780856,EIF3A,11,TC252,14.09988598,control,-64.66747579803776
184,66.46810932306107,EIF3B,11,TC252,13.0695188,control,-56.822679069106
185,64.94589774677297,EIF3D,11,TC252,12.65663759,control,-55.386643389909125
186,75.92628651985433,EIF3E,11,TC252,14.32811707,control,-62.28293204806688
187,69.79675157519523,EIF3F,11,TC252,11.4961082,control,-52.67115724901859
188,80.19604481232818,EIF3H,11,TC252,12.96636561,control,-58.912337498987014
189,67.4721025035833,EIF3I,11,TC252,12.27242612,control,-54.760470274072574
190,65.4930741416756,EIF3L,11,TC252,13.44668665,control,-56.300362838926446
191,65.57446651294596,EIF4A2,11,TC252,13.74528451,control,-53.6202395184682
192,97.88703664671628,EIF4A3,11,TC252,11.57169319,control,-64.25796089584468
193,76.1811520580668,EIF4B,11,TC252,15.37540773,control,-63.27379736538389
194,72.73486908979248,EIF4E2,11,TC252,11.27924374,control,-52.75898747707104
195,80.45897757238707,EIF4G1,11,TC252,14.00445171,control,-62.940005408773374
196,71.03101048106328,EIF4G2,11,TC252,14.626207800000001,control,-58.83126240878278
197,81.11625960480887,EIF6,11,TC252,10.27127937,control,-52.80337790383664
198,1456.0036128261127,ELAVL1,11,TC252,11.01393806,control,-80.9122282313544
199,173.57793659204617,ENO1,11,TC252,14.94629926,control,-79.96065351777433
200,166.85010920237983,EP300,11,TC252,10.12650969,control,-62.256911416375644
201,86.94326652231393,EPRS,11,TC252,14.07142587,control,-66.55137086577541
202,78.00375799252652,ERBB2IP,11,TC252,12.60837743,control,-52.848389203009646
203,434.3346278648242,EWSR1,11,TC252,12.99077107,control,-80.01639598770886
204,272.5654541782569,EZH2,11,TC252,12.31078925,control,-78.26722805104542
205,94.22550597408554,EZR,11,TC252,12.62962613,control,-59.3038286516883
206,73.48214485164499,FAF1,11,TC252,11.00934564,control,-52.97408920133548
207,139.25979657325658,FAF2,11,TC252,11.68432672,control,-62.98100536205983
208,69.16216907714261,FASN,11,TC252,12.04218649,control,-56.27361878196694
209,243.7543665416306,FBXO7,11,TC252,10.6560213,control,-64.64306880603988
210,188.61991251609288,FBXW11,11,TC252,11.14259512,control,-65.8597934891815
211,211.57658889505547,FBXW7,11,TC252,10.40482781,control,-60.31387250337022
212,78.54967138922075,FDPS,11,TC252,12.82030127,control,-54.16830356344174
213,94.4294085929287,FGFR1,11,TC252,11.10206279,control,-53.58278524965051
214,91.55621006240835,FH,11,TC252,13.46363798,control,-58.66550286864641
215,148.68861747346818,FLNA,11,TC252,15.23172972,control,-78.54151495262708
216,66.52196083153831,FLNB,11,TC252,12.11229493,control,-53.698713115061665
217,223.70462058589328,FN1,11,TC252,11.87052069,control,-76.54141985324303
218,72.5501331986161,FTSJ3,11,TC252,11.67256956,control,-56.60890722476663
219,76.66484974615742,FUBP1,11,TC252,13.426862699999997,control,-58.84611946197288
220,124.85368580929935,FUS,11,TC252,9.586993964,control,-57.16153504037959
221,62.827771125361316,FXR1,11,TC252,13.27494146,control,-53.410311073623504
222,82.38116133998847,FXR2,11,TC252,11.8728084,control,-56.49139271047345
223,179.04876699467422,G3BP1,11,TC252,13.71115299,control,-79.85354019643808
224,66.33973187545779,G3BP2,11,TC252,13.69013483,control,-56.39219592102367
225,75.0841616888647,GANAB,11,TC252,12.62542619,control,-57.284733197909524
226,122.68087408406427,GAPDH,11,TC252,15.31091135,control,-76.52533362471794
227,73.58472234953659,GARS,11,TC252,12.48632041,control,-56.34458400383888
228,68.13089578092331,GCN1L1,11,TC252,12.45369214,control,-55.13425680189631
229,62.15639597264817,GFPT1,11,TC252,12.68408975,control,-52.93553335212823
230,68.69146818091393,GIGYF2,11,TC252,12.31223912,control,-54.296937452160726
231,75.37229365296662,GLTSCR2,11,TC252,11.83981626,control,-55.06242525338462
232,89.42159652966076,GNAI2,11,TC252,12.22470548,control,-52.98649883635241
233,84.67366375576239,GNAI3,11,TC252,12.95892421,control,-53.72470597380345
234,78.3534743268392,GNAS,11,TC252,13.48903025,control,-54.86684810708797
235,118.92275196505943,GNB2L1,11,TC252,15.07477452,control,-76.0523495665705
236,65.82524707284756,GNL3,11,TC252,13.05947461,control,-58.092222884928105
237,189.2627230784274,GOLGA2,11,TC252,11.17194214,control,-62.67065159483487
238,113.14242998539707,GOLT1B,11,TC252,10.41167222,control,-54.23290848639905
239,228.8236087949481,GRB2,11,TC252,11.36876238,control,-67.62889756293738
240,97.03561315021945,GRK5,11,TC252,11.67005617,control,-58.87935118797687
241,143.96818973397603,GSK3B,11,TC252,10.87177586,control,-59.72530890081153
242,85.01016073912616,GTF2I,11,TC252,12.25219225,control,-57.16646542318625
243,75.63465688267023,GTPBP4,11,TC252,12.34768668,control,-58.62075729711826
244,122.46818133274792,H2AFX,11,TC252,10.7133383,control,-61.180216108873694
245,73.6562354504713,H2AFY2,11,TC252,11.65846411,control,-52.859047060026676
246,72.03000720165437,H2AFZ,11,TC252,13.35543097,control,-54.39779071942902
247,92.79062388767487,H3F3A,11,TC252,12.78670229,control,-59.786627715878296
248,68.10717090056278,HADHA,11,TC252,13.06537106,control,-56.7073568910317
249,87.81798709620489,HAX1,11,TC252,11.96316294,control,-53.8332544614773
250,228.28206610877533,HDAC1,11,TC252,11.90637348,control,-71.6620911100739
251,136.10692688281415,HDAC2,11,TC252,12.03073155,control,-67.00381553097569
252,91.20725847024003,HDAC3,11,TC252,10.95006712,control,-56.70657091182355
253,98.62123955908464,HDAC4,11,TC252,8.980634085,control,-53.168396395575385
254,112.63963030540616,HDAC5,11,TC252,10.60858066,control,-62.39098154060206
255,102.10275767662095,HDAC6,11,TC252,10.14196963,control,-58.17732023435091
256,125.20883101673098,HDGF,11,TC252,14.00159865,control,-71.90887276397233
257,77.83339292061281,HDLBP,11,TC252,14.56777538,control,-60.071521851457
258,91.1666869824403,HECTD1,11,TC252,13.66997309,control,-60.96440611157731
259,200.21209491841728,HEXIM1,11,TC252,9.537602046,control,-64.55212842530618
260,118.20607810025105,HGS,11,TC252,11.66814005,control,-60.27973421766953
261,151.34918857371667,HIF1A,11,TC252,12.10176082,control,-68.66268457376906
262,137.65835539676482,HIF1AN,11,TC252,9.4905383,control,-54.002725913070016
263,75.03921680396888,HIST1H1C,11,TC252,13.95811697,control,-62.24279400732362
264,85.1549321236089,HIST1H1E,11,TC252,13.08066658,control,-60.21001635063487
265,151.6527803415083,HIST1H2BG,11,TC252,11.85657595,control,-62.64111587267456
266,146.6289942970616,HIST1H3A,11,TC252,11.15073589,control,-63.266985626417146
267,83.25834965193644,HIST2H2AC,11,TC252,13.55370316,control,-59.61927560491044
268,77.8653556042118,HIST2H2BE,11,TC252,12.37021449,control,-57.384083141819715
269,95.4215351070743,HMGB1,11,TC252,14.63986495,control,-60.29686133415128
270,61.62050136586186,HNRNPA0,11,TC252,11.40990083,control,-53.55476659347023
271,214.55734574864616,HNRNPA1,11,TC252,15.910129000000001,control,-93.09908164091433
272,97.77033926488363,HNRNPA2B1,11,TC252,14.16597354,control,-71.74250572112273
273,67.9351965895039,HNRNPA3,11,TC252,11.87616459,control,-57.789586337892764
274,66.26333803334272,HNRNPAB,11,TC252,12.09267278,control,-55.552714126944586
275,97.71669410850154,HNRNPC,11,TC252,14.72399206,control,-71.67795593360701
276,140.76783851359502,HNRNPD,11,TC252,11.08591642,control,-62.82912648551065
277,83.4141924199648,HNRNPDL,11,TC252,14.25271601,control,-65.77726002455202
278,98.07528979488414,HNRNPF,11,TC252,13.57980871,control,-68.58016358750675
279,104.03635894745821,HNRNPH1,11,TC252,14.95776962,control,-74.90096684996716
280,128.87036834686293,HNRNPK,11,TC252,15.04805337,control,-79.35758835882714
281,97.40863486379385,HNRNPM,11,TC252,12.57082186,control,-68.81569817131486
282,203.2246545269154,HNRNPU,11,TC252,15.24553793,control,-90.4302177859681
283,76.23398012062535,HNRNPUL1,11,TC252,12.81914033,control,-59.82305995391358
284,63.368857808702145,HP1BP3,11,TC252,12.76553357,control,-55.4730196162384
285,102.50878482044209,HSD17B10,11,TC252,11.37848711,control,-63.04520281074141
286,419.8723134709872,HSP90AA1,11,TC252,15.36860248,control,-94.19170910795991
287,145.18695891211976,HSP90AB1,11,TC252,14.90734843,control,-82.80550148677938
288,103.05170845554676,HSP90B1,11,TC252,14.87900683,control,-71.83486092269409
289,141.80971538240556,HSPA4,11,TC252,13.33350322,control,-73.5171201612488
290,171.34028609568486,HSPA5,11,TC252,12.61491353,control,-73.77478493154973
291,301.2003808228765,HSPA8,11,TC252,16.43152439,control,-98.07461132174699
292,118.12655984307641,HSPA9,11,TC252,14.07094599,control,-72.96241176339642
293,196.4849013989442,HSPB1,11,TC252,10.1958201,control,-61.19475427792614
294,175.91666940198047,HSPD1,11,TC252,14.522152800000002,control,-76.99414822376053
295,74.47542681841878,HSPH1,11,TC252,12.63790676,control,-58.49740749676853
296,96.59162313252456,HTT,11,TC252,11.466113400000001,control,-55.527144521025704
297,173.18744747265012,HUWE1,11,TC252,12.99095314,control,-78.16980218596825
298,77.6302993572899,IARS,11,TC252,13.62245148,control,-62.96549589068565
299,108.7633712795796,ICT1,11,TC252,9.570945138999999,control,-53.60969307899323
300,139.04329246212728,IFI16,11,TC252,10.9361436,control,-63.599244734938644
301,73.62435540772277,IGF2BP1,11,TC252,12.76820695,control,-59.83605860865267
302,124.8547696318128,ILF2,11,TC252,14.09729024,control,-76.9656864935945
303,238.96787480678177,ILF3,11,TC252,13.18557563,control,-74.34239487501151
304,97.16616533120396,ILK,11,TC252,10.11014374,control,-55.097302441453074
305,85.30107806221349,IMMT,11,TC252,12.04386168,control,-58.08284656550271
306,80.28900426620385,IMPDH2,11,TC252,13.03511624,control,-58.38063486261708
307,85.16394930658862,IPO5,11,TC252,14.8106718,control,-65.18131309871512
308,72.54601645492949,IPO7,11,TC252,13.41616692,control,-59.503888076907934
309,68.12701444589766,IPO9,11,TC252,13.03570321,control,-55.398539306513925
310,110.12989783252121,IQCB1,11,TC252,10.45929281,control,-55.02872029589026
311,130.47060264623724,IQGAP1,11,TC252,13.64166366,control,-74.15361928022062
312,93.43422663299135,ITCH,11,TC252,12.02046208,control,-58.921290121877306
313,134.56789732497418,ITGA4,11,TC252,9.384032506,control,-59.86032229858485
314,93.25374549563276,ITGB1,11,TC252,13.9637375,control,-59.29227989182274
315,92.76509008440188,ITSN1,11,TC252,11.78002505,control,-52.89406132544886
316,68.35809176776092,IVNS1ABP,11,TC252,13.37454124,control,-57.644418474212344
317,74.08873372961534,JAK1,11,TC252,13.83389724,control,-54.36540370210155
318,104.05585607833929,JUN,11,TC252,10.58143477,control,-56.459338837470135
319,69.1986666235025,KARS,11,TC252,12.70364647,control,-56.11373874694264
320,203.7876456357772,KDM1A,11,TC252,13.10603378,control,-71.5993901934421
321,93.22921707760544,KHDRBS1,11,TC252,11.86545907,control,-58.92324124214386
322,70.25846316851676,KIAA0020,11,TC252,11.6553256,control,-55.828611139814676
323,100.46466549433536,KIAA0368,11,TC252,12.82869932,control,-60.935888915007034
324,101.05263279913923,KIF11,11,TC252,12.928241499999999,control,-60.1452373964342
325,84.68465855985414,KIF5B,11,TC252,14.24155014,control,-62.04916605234255
326,104.60616518813185,KPNA2,11,TC252,13.36708538,control,-66.68638358952585
327,129.81205376313298,KPNB1,11,TC252,14.46423143,control,-75.50809020743081
328,353.14667996013304,KRAS,11,TC252,11.10545226,control,-70.2970373363248
329,69.55769209825668,LARP1,11,TC252,12.14752575,control,-58.36373548784095
330,228.34300441679082,LARP7,11,TC252,10.82389372,control,-72.79496239045622
331,87.3150889459066,LARS,11,TC252,13.73401855,control,-65.51871083360003
332,96.13742441037904,LDHA,11,TC252,14.25260343,control,-68.1238467043188
333,97.01792370982002,LDHB,11,TC252,14.84173204,control,-69.77445259790503
334,99.06400799704716,LEO1,11,TC252,11.10656243,control,-58.65180745780662
335,89.24615582154365,LGALS3BP,11,TC252,11.42995919,control,-56.06295304990046
336,104.8215647735633,LIMA1,11,TC252,11.63757712,control,-62.21085875874089
337,66.80786194140092,LMAN1,11,TC252,12.83229812,control,-53.15177684521746
338,471.83709947997704,LMNA,11,TC252,12.55813937,control,-76.33678140129123
339,71.36949906538939,LMNB1,11,TC252,13.16015088,control,-58.39328704715749
340,83.08067208650755,LRPPRC,11,TC252,13.10656189,control,-60.27982192742482
341,74.25183437328087,LUC7L,11,TC252,11.03599369,control,-52.80921539740085
342,131.75808318617055,LZTS2,11,TC252,10.26543472,control,-54.94464459387048
343,90.02210415131412,MAGED1,11,TC252,12.2630705,control,-55.74344179162491
344,66.35235995758558,MAGED2,11,TC252,12.20263315,control,-53.0977379176726
345,88.25496668578127,MAP3K7,11,TC252,11.20053511,control,-54.14883889223993
346,112.2531630375888,MAPK1,11,TC252,12.05301627,control,-62.95635550122549
347,113.79575402539923,MAPK14,11,TC252,11.32007322,control,-58.490177000273675
348,198.1691028359346,MAPK6,11,TC252,11.54693448,control,-68.11484764939807
349,96.77929465216585,MAPRE1,11,TC252,12.5091506,control,-61.48828746757883
350,65.42475208744872,MARS,11,TC252,12.21731414,control,-54.28665928681886
351,119.98514886863994,MATR3,11,TC252,14.95024878,control,-75.04025986169746
352,84.38278505235212,MAX,11,TC252,10.52492343,control,-53.663848299117994
353,346.52881459600763,MCM2,11,TC252,12.68887338,control,-83.67596520210691
354,83.38433329854159,MCM3,11,TC252,12.95820266,control,-62.278970642754246
355,86.635415038676,MCM4,11,TC252,13.65833935,control,-63.25103593493556
356,109.28289398230845,MCM5,11,TC252,11.95140348,control,-63.8462874733592
